,player_id,first_name,last_name,position,weight,birthday,country,school,draft_year,draft_round,draft_number,height
87,203487,Michael,Carter-Williams,Guard,190,1991-10-10,USA,Syracuse,2013,1.0,11.0,6.5
88,1627936,Alex,Caruso,Guard,186,1994-02-28,USA,Texas A&M,2017,0.0,0.0,6.5
89,1626161,Willie,Cauley-Stein,Center,240,1993-08-18,USA,Kentucky,2015,1.0,6.0,7.0
90,1630577,Julian,Champagnie,Forward,217,2001-06-29,USA,St. John's,2022,0.0,0.0,6.7
91,1630551,Justin,Champagnie,Guard-Forward,206,2001-06-29,USA,Pittsburgh,2021,0.0,0.0,6.6
92,1631113,Kennedy,Chandler,Guard,170,2002-09-16,USA,Tennessee,2022,2.0,38.0,5.11
93,1631108,Max,Christie,Guard,190,2003-02-10,USA,Michigan State,2022,2.0,35.0,6.5
94,1630528,Josh,Christopher,Guard,215,2001-12-08,USA,Arizona State,2021,1.0,24.0,6.4
95,1629634,Brandon,Clarke,Forward,215,1996-09-19,Canada,Gonzaga,2019,1.0,21.0,6.8
96,203903,Jordan,Clarkson,Guard,194,1992-06-07,USA,Missouri,2014,2.0,46.0,6.5
97,1629651,Nic,Claxton,Center,215,1999-04-17,USA,Georgia,2019,2.0,31.0,6.11
98,1629599,Amir,Coffey,Guard-Forward,210,1997-06-17,USA,Minnesota,2019,0.0,0.0,6.7
99,1628381,John,Collins,Forward-Center,226,1997-09-23,USA,Wake Forest,2017,1.0,19.0,6.9
100,1628380,Zach,Collins,Forward-Center,250,1997-11-19,USA,Gonzaga,2017,1.0,10.0,6.11
101,1628435,Chance,Comanche,Center,210,1996-04-14,USA,Arizona,2022,0.0,0.0,6.1
102,201144,Mike,Conley,Guard,175,1987-10-11,USA,Ohio State,2007,1.0,4.0,6.1
103,1626192,Pat,Connaughton,Guard,209,1993-01-06,USA,Notre Dame,2015,2.0,41.0,6.5
104,1641645,Xavier,Cooks,Forward,183,1995-08-19,Australia,Winthrop,2022,0.0,0.0,6.8
105,203496,Robert,Covington,Forward,209,1990-12-14,USA,Tennessee State,2013,0.0,0.0,6.7
106,1628470,Torrey,Craig,Forward,221,1990-12-19,USA,South Carolina Upstate,2017,0.0,0.0,6.7
107,203109,Jae,Crowder,Forward,235,1990-07-06,USA,Marquette,2012,2.0,34.0,6.6
108,1629633,Jarrett,Culver,Guard-Forward,195,1999-02-20,USA,Texas Tech,2019,1.0,6.0,6.6
109,1630595,Cade,Cunningham,Guard,220,2001-09-25,USA,Oklahoma State,2021,1.0,1.0,6.7
110,203552,Seth,Curry,Guard,185,1990-08-23,USA,Duke,2013,0.0,0.0,6.1
111,201939,Stephen,Curry,Guard,185,1988-03-14,USA,Davidson,2009,1.0,7.0,6.2
112,1630700,Dyson,Daniels,Guard,199,2003-03-17,Australia,NBA G League Ignite,2022,1.0,8.0,6.7
113,203076,Anthony,Davis,Forward-Center,253,1993-03-11,USA,Kentucky,2012,1.0,1.0,6.1
114,1631098,Johnny,Davis,Guard,195,2002-02-27,USA,Wisconsin,2022,1.0,10.0,6.4
115,1629056,Terence,Davis,Guard,201,1997-05-16,USA,Mississippi,2019,0.0,0.0,6.4
116,1631120,JD,Davison,Guard,195,2002-10-03,USA,Alabama,2022,2.0,53.0,6.1
117,1630620,Darius,Days,Forward,245,1999-10-20,USA,Louisiana State,2022,0.0,0.0,6.7
118,201942,DeMar,DeRozan,Guard-Forward,220,1989-08-07,USA,Southern California,2009,1.0,9.0,6.6
119,203473,Dewayne,Dedmon,Center,245,1989-08-12,USA,Southern California,2013,0.0,0.0,6.1
120,203521,Matthew,Dellavedova,Guard,200,1990-09-08,Australia,,2013,0.0,0.0,6.3
121,1628978,Donte,DiVincenzo,Guard,203,1997-01-31,USA,Villanova,2018,1.0,17.0,6.4
122,1631217,Moussa,Diabate,Forward,210,2002-01-21,France,Michigan,2022,2.0,43.0,6.1
123,1629603,Mamadi,Diakite,Forward,228,1997-01-21,Guinea,Virginia,2020,0.0,0.0,6.9
124,1628977,Hamidou,Diallo,Guard,202,1998-07-31,USA,Kentucky,2018,2.0,45.0,6.5
125,203476,Gorgui,Dieng,Center,248,1990-01-18,Senegal,Louisville,2013,1.0,21.0,6.1
126,1631172,Ousmane,Dieng,Forward,185,2003-05-21,France,New Zealand Breakers,2022,1.0,11.0,6.9
127,203915,Spencer,Dinwiddie,Guard,215,1993-04-06,USA,Colorado,2014,2.0,38.0,6.5
128,1629029,Luka,Doncic,Forward-Guard,230,1999-02-28,Slovenia,Real Madrid,2018,1.0,3.0,6.7
129,1628416,Tyler,Dorsey,Guard,180,1996-02-18,USA,Oregon,2017,2.0,41.0,6.4
130,1629652,Luguentz,Dort,Guard,220,1999-04-19,Canada,Arizona State,2019,0.0,0.0,6.4
131,1630245,Ayo,Dosunmu,Guard,200,2000-01-17,USA,Illinois,2021,2.0,38.0,6.5
132,1629653,Devon,Dotson,Guard,185,1999-08-02,USA,Kansas,2020,0.0,0.0,6.1
133,1630288,Jeff,Dowtin Jr.,Guard,177,1997-05-10,USA,Rhode Island,2021,0.0,0.0,6.3
134,1628408,PJ,Dozier,Guard-Forward,205,1996-10-25,USA,South Carolina,2017,0.0,0.0,6.6
135,201609,Goran,Dragic,Guard,190,1986-05-06,Slovenia,Union Olimpija,2008,2.0,45.0,6.4
136,203083,Andre,Drummond,Center,279,1993-08-10,USA,Connecticut,2012,1.0,9.0,6.11
137,1630537,Chris,Duarte,Guard,190,1997-06-13,Dominican Republic,Oregon,2021,1.0,13.0,6.5
138,1630561,David,Duke Jr.,Guard,204,1999-10-13,USA,Providence,2021,0.0,0.0,6.4
139,1627739,Kris,Dunn,Guard,205,1994-03-18,USA,Providence,2016,1.0,5.0,6.3
140,201142,Kevin,Durant,Forward,240,1988-09-29,USA,Texas,2007,1.0,2.0,6.1
141,1631105,Jalen,Duren,Center,250,2003-11-18,USA,Memphis,2022,1.0,13.0,6.11
142,1631106,Tari,Eason,Forward,215,2001-05-10,USA,Louisiana State,2022,1.0,17.0,6.8
143,1630162,Anthony,Edwards,Guard,225,2001-08-05,USA,Georgia,2020,1.0,1.0,6.4
144,1630556,Kessler,Edwards,Forward,203,2000-08-09,USA,Pepperdine,2021,2.0,44.0,6.7
145,1631165,Keon,Ellis,Guard,175,2000-01-08,USA,Alabama,2022,0.0,0.0,6.3
146,203954,Joel,Embiid,Center-Forward,280,1994-03-16,Cameroon,Kansas,2014,1.0,3.0,7.0
147,1629234,Drew,Eubanks,Forward-Center,245,1997-02-01,USA,Oregon State,2018,0.0,0.0,6.1
148,202324,Derrick,Favors,Forward,265,1991-07-15,USA,Georgia Tech,2010,1.0,3.0,6.9
149,1628981,Bruno,Fernando,Forward-Center,240,1998-08-15,Angola,Maryland,2019,2.0,34.0,6.1
150,1627827,Dorian,Finney-Smith,Forward,220,1993-05-04,USA,Florida,2016,0.0,0.0,6.7
151,1630201,Malachi,Flynn,Guard,175,1998-05-09,USA,San Diego State,2020,1.0,29.0,6.1
152,1631323,Simone,Fontecchio,Forward,209,1995-12-09,Italy,Baskonia,2022,0.0,0.0,6.7
153,1627854,Bryn,Forbes,Guard,205,1993-07-23,USA,Michigan State,2016,0.0,0.0,6.2
154,1630235,Trent,Forrest,Guard,210,1998-06-12,USA,Florida State,2020,0.0,0.0,6.4
155,1630701,Michael,Foster Jr.,Forward,250,2003-01-16,USA,NBA G League Ignite,2022,0.0,0.0,6.8
156,203095,Evan,Fournier,Guard-Forward,205,1992-10-29,France,Poitiers Basket 86,2012,1.0,20.0,6.6
157,1628368,De'Aaron,Fox,Guard,185,1997-12-20,USA,Kentucky,2017,1.0,5.0,6.3
158,1628365,Markelle,Fultz,Guard,209,1998-05-29,USA,Washington,2017,1.0,1.0,6.4
159,1629117,Wenyen,Gabriel,Forward,205,1997-03-26,South Sudan,Kentucky,2018,0.0,0.0,6.9
160,1629655,Daniel,Gafford,Forward-Center,234,1998-10-01,USA,Arkansas,2019,2.0,38.0,6.1
161,1629636,Darius,Garland,Guard,192,2000-01-26,USA,Vanderbilt,2019,1.0,5.0,6.1
162,1630586,Usman,Garuba,Forward,229,2002-03-09,Spain,Real Madrid,2021,1.0,23.0,6.8
163,1630568,Luka,Garza,Center,243,1998-12-27,USA,Iowa,2021,2.0,52.0,6.1
164,200752,Rudy,Gay,Forward-Guard,250,1986-08-17,USA,Connecticut,2006,1.0,8.0,6.8
165,202331,Paul,George,Forward,220,1990-05-02,USA,Fresno State,2010,1.0,10.0,6.8
166,201959,Taj,Gibson,Forward,232,1985-06-24,USA,Southern California,2009,1.0,26.0,6.9
167,1630581,Josh,Giddey,Guard,216,2002-10-10,Australia,NBA Global Academy,2021,1.0,6.0,6.8
168,1628983,Shai,Gilgeous-Alexander,Guard,195,1998-07-12,Canada,Kentucky,2018,1.0,11.0,6.6
169,1630264,Anthony,Gill,Forward,230,1992-10-17,USA,Virginia,2020,0.0,0.0,6.8
170,1631367,Jacob,Gilyard,Guard,160,1998-07-14,USA,Richmond,2022,0.0,0.0,5.9
171,203497,Rudy,Gobert,Center,258,1992-06-26,France,Cholet,2013,1.0,27.0,7.1
172,1630692,Jordan,Goodwin,Guard,200,1998-10-23,USA,St. Louis,2021,0.0,0.0,6.3
173,203932,Aaron,Gordon,Forward,235,1995-09-16,USA,Arizona,2014,1.0,4.0,6.8
174,201569,Eric,Gordon,Guard,215,1988-12-25,USA,Indiana,2008,1.0,7.0,6.3
175,1628984,Devonte',Graham,Guard,195,1995-02-22,USA,Kansas,2018,2.0,34.0,6.1
176,203924,Jerami,Grant,Forward,210,1994-03-12,USA,Syracuse,2014,2.0,39.0,6.8
177,1630564,RaiQuan,Gray,Forward,269,1999-07-07,USA,Florida State,2021,2.0,59.0,6.7
178,1631260,AJ,Green,Guard,190,1999-09-27,USA,Northern Iowa,2022,0.0,0.0,6.5
179,201980,Danny,Green,Guard,215,1987-06-22,USA,North Carolina,2009,2.0,46.0,6.6
180,203110,Draymond,Green,Forward,230,1990-03-04,USA,Michigan State,2012,2.0,35.0,6.6
181,203210,JaMychal,Green,Forward-Center,227,1990-06-21,USA,Alabama,2014,0.0,0.0,6.9
182,1630224,Jalen,Green,Guard,186,2002-02-09,USA,NBA G League Ignite,2021,1.0,2.0,6.4
183,1629750,Javonte,Green,Guard,205,1993-07-23,USA,Radford,2019,0.0,0.0,6.5
184,201145,Jeff,Green,Forward,235,1986-08-28,USA,Georgetown,2007,1.0,5.0,6.8
185,1630182,Josh,Green,Guard,200,2000-11-16,Australia,Arizona,2020,1.0,18.0,6.7
186,1631100,AJ,Griffin,Forward,220,2003-08-25,USA,Duke,2022,1.0,16.0,6.6
187,201933,Blake,Griffin,Forward,250,1989-03-16,USA,Oklahoma,2009,1.0,1.0,6.9
188,1629656,Quentin,Grimes,Guard,210,2000-05-08,USA,Houston,2021,1.0,25.0,6.5
189,1629060,Rui,Hachimura,Forward,230,1998-02-08,Japan,Gonzaga,2019,1.0,9.0,6.8
190,1630169,Tyrese,Haliburton,Guard,185,2000-02-29,USA,Iowa State,2020,1.0,12.0,6.5
191,1631160,Jordan,Hall,Guard,215,2002-01-14,USA,Saint Joseph's,2022,0.0,0.0,6.7
192,1630181,R.J.,Hampton,Guard,175,2001-02-07,USA,,2020,1.0,24.0,6.4
193,203501,Tim,Hardaway Jr.,Guard-Forward,205,1992-03-16,USA,Michigan,2013,1.0,24.0,6.5
194,201935,James,Harden,Guard,220,1989-08-26,USA,Arizona State,2009,1.0,3.0,6.5
195,1630702,Jaden,Hardy,Guard,198,2002-07-05,USA,NBA G League Ignite,2022,2.0,37.0,6.3
196,1631199,Ron,Harper Jr.,Forward,245,2000-04-12,USA,Rutgers,2022,0.0,0.0,6.5
197,1626149,Montrezl,Harrell,Forward-Center,240,1994-01-26,USA,Louisville,2015,2.0,32.0,6.7
198,203914,Gary,Harris,Guard,210,1994-09-14,USA,Michigan State,2014,1.0,19.0,6.4
199,203925,Joe,Harris,Guard-Forward,220,1991-09-06,USA,Virginia,2014,2.0,33.0,6.6
200,1630284,Kevon,Harris,Guard,216,1997-06-24,USA,Stephen F. Austin,2022,0.0,0.0,6.6
201,202699,Tobias,Harris,Forward,226,1992-07-15,USA,Tennessee,2011,1.0,19.0,6.7
202,1627885,Shaquille,Harrison,Guard,195,1993-10-06,USA,Tulsa,2017,0.0,0.0,6.4
203,1628404,Josh,Hart,Guard,215,1995-03-06,USA,Villanova,2017,1.0,30.0,6.4
204,1628392,Isaiah,Hartenstein,Center-Forward,250,1998-05-05,Germany,Zalgiris,2017,2.0,43.0,7.0
205,2617,Udonis,Haslem,Forward,235,1980-06-09,USA,Florida,2003,0.0,0.0,6.7
206,1630573,Sam,Hauser,Forward,217,1997-12-08,USA,Virginia,2021,0.0,0.0,6.7
207,1629637,Jaxson,Hayes,Center-Forward,220,2000-05-23,USA,Texas,2019,1.0,8.0,7.0
208,1630165,Killian,Hayes,Guard,195,2001-07-27,France,Ratiopharm Ulm,2020,1.0,7.0,6.5
209,202330,Gordon,Hayward,Forward,225,1990-03-23,USA,Butler,2010,1.0,9.0,6.7
210,1627823,Juancho,Hernangomez,Forward,214,1995-09-28,Spain,,2016,1.0,15.0,6.9
211,1626195,Willy,Hernangomez,Center-Forward,250,1994-05-27,Spain,Cajasol Sevilla,2015,2.0,35.0,6.11
212,1629639,Tyler,Herro,Guard,195,2000-01-20,USA,Kentucky,2019,1.0,13.0,6.5
213,1627741,Buddy,Hield,Guard,220,1992-12-17,Bahamas,Oklahoma,2016,1.0,6.0,6.4
214,1629312,Haywood,Highsmith,Forward,220,1996-12-09,USA,Wheeling Jesuit,2018,0.0,0.0,6.5
215,201588,George,Hill,Guard,188,1986-05-04,USA,Indiana-Purdue Indianapolis,2008,1.0,26.0,6.4
216,1630792,Malcolm,Hill,Forward,220,1995-10-26,USA,Illinois,2021,0.0,0.0,6.6
217,1628988,Aaron,Holiday,Guard,185,1996-09-30,USA,UCLA,2018,1.0,23.0,6.0
218,201950,Jrue,Holiday,Guard,205,1990-06-12,USA,UCLA,2009,1.0,17.0,6.5
219,203200,Justin,Holiday,Forward-Guard,180,1989-04-05,USA,Washington,2012,0.0,0.0,6.6
220,1626158,Richaun,Holmes,Forward,235,1993-10-15,USA,Bowling Green,2015,2.0,37.0,6.8
221,201143,Al,Horford,Center-Forward,240,1986-06-03,Dominican Republic,Florida,2007,1.0,3.0,6.9
222,1629659,Talen,Horton-Tucker,Guard,234,2000-11-25,USA,Iowa State,2019,2.0,46.0,6.4
223,1627863,Danuel,House Jr.,Forward-Guard,220,1993-06-07,USA,Texas A&M,2016,0.0,0.0,6.6
224,1631216,Caleb,Houstan,Guard,205,2003-01-09,Canada,Michigan,2022,2.0,32.0,6.8
225,1631309,Trevor,Hudgins,Guard,180,1999-03-23,USA,Northwest Missouri State,2022,0.0,0.0,6.0
226,1628989,Kevin,Huerter,Guard-Forward,198,1998-08-27,USA,Maryland,2018,1.0,19.0,6.7
227,1630643,Jay,Huff,Center,240,1997-08-25,USA,Virginia,2021,0.0,0.0,7.1
228,1630624,Feron,Hunt,Forward,195,1999-07-05,USA,Southern Methodist,2021,0.0,0.0,6.8
229,1629631,De'Andre,Hunter,Forward-Guard,221,1997-12-02,USA,Virginia,2019,1.0,4.0,6.8
230,1630538,Bones,Hyland,Guard,169,2000-09-14,USA,Virginia Commonwealth,2021,1.0,26.0,6.2
231,201586,Serge,Ibaka,Forward,235,1989-09-18,Democratic Republic of the Congo,,2008,1.0,24.0,6.11
232,2738,Andre,Iguodala,Guard-Forward,215,1984-01-28,USA,Arizona,2004,1.0,9.0,6.6
233,204060,Joe,Ingles,Forward-Guard,220,1987-10-02,Australia,Maccabi Tel Aviv,2014,0.0,0.0,6.9
234,1627742,Brandon,Ingram,Forward,190,1997-09-02,USA,Duke,2016,1.0,2.0,6.8
235,202681,Kyrie,Irving,Guard,195,1992-03-23,Australia,Duke,2011,1.0,1.0,6.2
236,1628371,Jonathan,Isaac,Forward,230,1997-10-03,USA,Florida State,2017,1.0,6.0,6.1
237,1631093,Jaden,Ivey,Guard,195,2002-02-13,USA,Purdue,2022,1.0,5.0,6.4
238,1628402,Frank,Jackson,Guard,205,1998-05-04,USA,Duke,2017,2.0,31.0,6.3
239,1630543,Isaiah,Jackson,Forward,205,2002-01-10,USA,Kentucky,2021,1.0,22.0,6.9
240,1628382,Justin,Jackson,Forward,220,1995-03-28,USA,North Carolina,2017,1.0,15.0,6.8
241,1631245,Quenton,Jackson,Guard,173,1998-09-15,USA,Texas A&M,2022,0.0,0.0,6.5
242,202704,Reggie,Jackson,Guard,208,1990-04-16,USA,Boston College,2011,1.0,24.0,6.2
243,1628991,Jaren,Jackson Jr.,Forward-Center,242,1999-09-15,USA,Michigan State,2018,1.0,4.0,6.1
244,2544,LeBron,James,Forward,250,1984-12-30,USA,St. Vincent-St. Mary HS (OH),2003,1.0,1.0,6.9
245,1629610,DaQuan,Jeffries,Guard-Forward,222,1997-08-30,USA,Tulsa,2019,0.0,0.0,6.5
246,1629660,Ty,Jerome,Guard-Forward,195,1997-07-08,USA,Virginia,2019,1.0,24.0,6.5
247,1630198,Isaiah,Joe,Guard,165,1999-07-02,USA,Arkansas,2020,2.0,49.0,6.3
248,1628993,Alize,Johnson,Forward,212,1996-04-22,USA,Missouri State,2018,2.0,50.0,6.8
249,1629661,Cameron,Johnson,Forward,210,1996-03-03,USA,North Carolina,2019,1.0,11.0,6.8
250,1630552,Jalen,Johnson,Forward,219,2001-12-18,USA,Duke,2021,1.0,20.0,6.8
251,201949,James,Johnson,Forward,240,1987-02-20,USA,Wake Forest,2009,1.0,16.0,6.7
252,1629640,Keldon,Johnson,Forward-Guard,220,1999-10-11,USA,Kentucky,2019,1.0,29.0,6.5
253,1630553,Keon,Johnson,Guard,185,2002-03-10,USA,Tennessee,2021,1.0,21.0,6.3
254,1626169,Stanley,Johnson,Forward-Guard,242,1996-05-29,USA,Arizona,2015,1.0,8.0,6.6
255,203999,Nikola,Jokic,Center,284,1995-02-19,Serbia,Mega Basket,2014,2.0,41.0,6.11
256,1630637,Carlik,Jones,Guard,174,1997-12-23,USA,Louisville,2021,0.0,0.0,6.0
257,1627745,Damian,Jones,Center,245,1995-06-30,USA,Vanderbilt,2016,1.0,30.0,6.11
